rating,text,title,date,city
5,Back camera is perfect and amazing clicks pictures of human with accurate details which may not be liked by everyone but selfie camera is decent after all design The best performance the best looks the best and overall product is fantastic gautam keshri,Terrific,Oct 2024,Ranchi
5,Absolutely loved the service from flipkart. Delivered the phone before the expected date. Original brand new phone. All the checks done. Satisfied in every aspect.,Awesome,Oct 2024,Doda
5,Happy with my first Iphone and its performance. HEMANT TYAGI,Highly recommended,Oct 2024,Chandigarh
5,Everything is OK but the battery is easily down,Just wow!,Oct 2024,Hyderabad
5,I love this phone Sk.,Classy product,Oct 2024,Kolkata
5,This is my third iPhone mobile and this is the best experience so far with the non-pro model. Everything is good but I was expecting a 90Hz refresh rate display in iPhone 15 Ravi umar,Super!,Oct 2024,Naugarh
5,Superb,Super!,Jan 2024,Siralkoppa
5,Great experience best camera,Classy product,Oct 2024,Kolkata
5,Superb performance. Good quality camera. Nice design. Screen quality is great but 60Hz feels too slow. Battery backup is average. Heating issues are present.,Terrific purchase,Oct 2024,Kolkata
4,Sudhanshu kumar,Really Nice,Feb 2024,Bhojpur District
5,Shifted Android to IPhone Performance perfectly good design just looking like a wow very smooth experience and the sound also good slightly loud in hand feel also good,Simply awesome,Jan 2024,Bengaluru
5,Worth every penny Sk.,Wonderful,Jan 2024,Bangalore
5,One of the best phones.,Worth every penny,Jan 2024,Hyderabad
5,,Classy product,Jan 2024,Barnala District
5,Very Best baseline iPhone ever. even if you have a iphone 14 it is still a upgrade. the new frosted glass and rounded edges make it premium feel. camera is just awesome. better than 14 pro camera. battery is just like iphone 14. type c is also a welcome with braided data cabel. just blue colour looks a lot like white.,Wonderful,Jan 2024,New Delhi
5,One of the Fastest phone ever.what a performance and looks is awesome. Snehashis santra,Terrific purchase,Sep 2024,Kolkata
5,Selvam,Brilliant,Jan 2024,Chennai
5,Raja,Mind-blowing purchase,Sep 2024,Samastipur
5,Best purchase.,Fabulous!,,Bilaspur
5,Nice phone and nice pr DEEPAK kumar,Must buy!,Sep 2024,Raghunathpur Hugli District
5,Such a nice handy and premium phone!! Picture quality is awesome,Wonderful,Sep 2024,Bangalore Division
5,I love this phone but pakaging is not gud,Highly recommended,Jan 2025,Lucknow
5,Bokeh is so good AnonymousOne,Perfect product!,Dec 2024,Sualkuchi
5,Its awesome experience with apple ios,Simply awesome,Aug 2024,Gohand
5,Super very nice,Highly recommended,Nov 2024,Chennai
5,Very powerful phone. Camera is extremely good if one can adjust the settings. Battery backup is awesome. Design is handy. Features are cool. Price is reasonable.,Great product,Jan 2024,Bengaluru
5,Good product,Terrific,Oct 2024,Bishunipur
5,Camera ia very good vicky gupta,Worth every penny,Jul 2024,Patna
5,Genuine product,Worth every penny,Oct 2024,New Delhi
5,"There is nothing to say more about this phone. I would just advise to understand your needs. You will get fewer customizable options, less flexibility etc. You have to be familiar with it if you are an Android user.",Worth every penny,Jun 2024,Balurghat
5,12 MINI TO 15 shanavas vn,Wonderful,Nov 2023,Choornikkara
5,Mukesh,Brilliant,Jan 2024,Vijay Pore
5,Monu,Classy product,Nov 2023,Shahjahanpur
5,Awesome MD AKM,Fabulous!,May 2024,Harharia Chak
2,Koushik,Wonderful,,Birlapur
5,Amazing! I bought it last week and its working good Im happy,Simply awesome,Apr 2024,Faridabad
5,Me,Wonderful,Dec 2024,Ahmedabad
5,Amazing,Worth every penny,Nov 2024,Greater Noida
5,Very satisfied,Terrific,Nov 2024,New Delhi
5,Beautiful,Awesome,Nov 2024,Gurgaon Division
5,Best phone I love it.,Awesome,Apr 2024,Lucknow
2,Over price,Bad quality,Nov 2024,Dimapur
3,Very good,Decent product,Nov 2024,Konkan Division
5,One of the best product,Just wow!,Nov 2024,Bengaluru
5,Super cool camera DIPANKAR,Terrific,Nov 2023,Basudebpur Purba Medinipur District
5,So my dream came true first time using ios upgrading from pocof1 to iPhone 15 And camera is way too good and 2x is also best thing so if you want to purchase a new iPhone wait for iPhone 16,Perfect product!,Mar 2024,Kolkata
5,Awesome product go for it with out second doubt,Awesome,Mar 2024,Rajapalayam Virudhunagar District
2,Phone is amazing but price of Flipkart fluctuation is very bad thing when i buy then price decre mohf shariq ansari,Bad quality,Oct 2024,Pune
5,Love this product,Fabulous!,Oct 2024,Munger
5,"Awesome... My dream to buy, i gifted this to my wife, she is very happy thank you Flipkart for giving this product on discounted price",Excellent,Oct 2024,Chennai
5,To good . His was my first iPhone .good .and some time it get heat. While using camera,Mind-blowing purchase,Oct 2023,Bengaluru
5,Nana,Mind-blowing purchase,Oct 2024,Itanagar
5,Awesome mobile,Classy product,Mar 2024,Siliguri
5,Amazing,Worth every penny,Oct 2024,Vijapura
5,Wow What a Phone. No word,Must buy!,Mar 2024,Navi Mumbai
4,,Good choice,Oct 2024,Srinagar
4,Keep it updated,Nice product,Oct 2024,Kanpur
5,Very nice for the BBD price,Perfect product!,Oct 2024,Belagavi
5,Shreyas,Great product,Oct 2024,Kalpi
3,Amit,Over hyped. Not as good as android. Not suggested. Only brand name.,Oct 2024,Amritsar
5,Good,Brilliant,Oct 2024,Jalandhar
5,Super excited,Wonderful,Mar 2024,Barpeta
4,Good phone,Really Nice,Jun 2024,Motihari
5,Awesome,Highly recommended,Oct 2024,Chennai
5,Lovely product thank u flipcard,Must buy!,Nov 2024,Thane
1,Over heating every day and not worthy of money,Waste of money!,Nov 2024,Bengaluru
5,Awesome,Must buy!,Oct 2024,Purba Champaran District
4,Phone super Battery poor,Delightful,May 2024,Erode
5,Amazing thanks,Best in the market!,Oct 2024,Coimbatore
5,Everything just perfect .,Terrific purchase,Oct 2024,Ghaziabad
5,Got genuine products,Brilliant,Sep 2024,Koch Bihar
5,"Very nice, beautiful",Super!,Feb 2024,Guwahati
5,Kishan,Must buy!,Sep 2024,Gurgaon
5,"The delivery boy was very friendly and it was a great experience, the product is perfect and there is no issue with regards to my iPhone 15. Thanks Flipkart for the amazing deal. Im very happy",Mind-blowing purchase,Oct 2024,Sirsa
5,Maneendra balaji,Awesome,Feb 2024,West Godavari District
5,Upgraded from iphone XR to 15. Its an amazing phone. Worth buying. Pink colour looks sos nice.,Brilliant,Oct 2024,Gurugram
5,Best inclass . Should have been little smaller.,Fabulous!,Feb 2024,North Twenty Four Parganas District
5,Phone quality good,Classy product,Oct 2024,Pune
5,Such a beautiful phone... really amazing.,Terrific purchase,Oct 2024,Hojai
5,Bumper mobile..,Perfect product!,Feb 2024,Silchar
5,Delivery was delayed but the product was good.,Mind-blowing purchase,Feb 2024,Pune
4,Very good and nice phone,Value-for-money,Oct 2024,Vadodara
4,VERY GOOD PHONE ASHIM DAS,Delightful,Sep 2024,Kolkata
5,Buy without thinking. Best device,Super!,Jan 2024,Lucknow
5,A powerful Beast SatyAm KRisHnA,Excellent,Mar 2024,Pakaur
5,Paramita,Best in the market!,Oct 2024,Howrah
5,iPhone is the best phone . Colour is very sexy,Worth every penny,Sep 2024,Howrah
5,Excellent,Excellent,Sep 2024,Navi Mumbai
5,Camera quality is quite good. The battery lasts a little less. Well the phone is overall good.,Great product,Feb 2024,Gurugram
5,Flipkart,Just wow!,Sep 2024,New Delhi
5,top notch product,Mind-blowing purchase,Sep 2024,Hyderabad
5,Very good product...,Excellent,Aug 2024,Bareilly District
5,Great product happy with the delivery and deal price,Must buy!,Oct 2024,Dehradun
5,Nice product,Simply awesome,Jul 2024,Haldwani
5,Very good look,Excellent,Oct 2024,Zirakpur
5,Good product Dhanywad sanjay hiraman ujgare ujgare,Just wow!,May 2024,Ambarnath
5,Fully satisfied with the product,Highly recommended,Jan 2024,Jammu
5,Look and design very nice,Wonderful,Oct 2023,Pune
5,Dayam,Worth every penny,Jan 2024,Tanuku
5,Very very nice product,Classy product,Mar 2024,Ludhiana
5,Very nice. Awesome phone,Highly recommended,Sep 2023,Lanka
5,Product is good. only disadvantage is the 60hz refresh rate display with 6gb ram. Apple should fix this with the new iOS update.,Simply awesome,Feb 2024,Phillaur
1,Charging cable ejecting back while charging vinay kumar,Not recommended at all,Feb 2024,Ramanagara District
5,Fully satisfied,Does the job,Oct 2023,Kolkata
5,Very nice not compare any version,Mind-blowing purchase,Dec 2023,Sitamarhi District
5,The best one from apple,Great product,Oct 2023,Malda
4,Good... Elish barla,Value-for-money,Feb 2024,New Delhi
5,Iphone 15 is really awesome. Thanks to flipkart for best deal and quick delivery as always. sunny jain,Super!,Jan 2024,New Delhi
5,"The phone is pretty awesome! Switching from android to ios. Smooth performance, amazing camera and battery backup so far is great. Worth it!",Excellent,Sep 2023,Chennai
5,Very good Suresh S,Great product,Mar 2024,Chintamani
5,best phone must buy,Awesome,Mar 2024,Kannad
4,1. Video Recording 2. Display 1. Battery 2. Colour and back panel PARAG MITRA,Really Nice,Oct 2024,Kolkata
4,"Great phone. Have been using it for the past 5 months. No performance issue. The main point of my purchase was the camera, which didnt disappoint me. If you are someone who wants to start content creating, you can go for this phone for sure. Battery performance is good too, it gives upto 1day battery backup on normal usage. If you play games on it like Bgmi, Codm etc, it would give a backup of 4hrs. I think it is sufficient for someone who likes mobile gaming.",Wonderful,Aug 2024,Tezpur
4,Green colour is so elegant so beautiful just like a woww Camera quality better than 14,Really Nice,May 2024,Bijapur District
5,great delivery and grate product amal m,Worth every penny,Oct 2024,Ernakulam
5,Suryank,Worth every penny,Mar 2024,Noida
5,Genuine iPhone.Wonderful experience. Must recommended.,Mind-blowing purchase,Sep 2024,Tinsukia
1,Low battery level,Unsatisfactory,Apr 2024,Deoghar District
4,Product was very good. Tq to Flipkart for good package,Good quality product,Mar 2024,Tadepalligudem
4,Excellent.. I have been using this compact killer since 2024 March As expected,Nice product,,Patna
4,Very good and very cute,Wonderful,,Murshidabad District
4,Nice product,Really Nice,,Dausa
4,Love this,Worth the money,,
4,Only name is enough,Wonderful,Dec 2024,Dhanbad
5,Super cool design,Classy product,Jan 2024,Jalalabad
4,"Excellent phone great camera but little disappointed with front camera performance,when any low light conditions picture pixels are distorted overall good battery display speakers sound is very good.overall experience is very good.",Very Good,Dec 2024,Indore
4,Bought 2 of them In diwali sale for 58k each. Camera is great. A very good display and performance is good as well. But battery drains very fast and heating issue is there sometimes otherwise its a great deal,Really Nice,Nov 2024,Vasai Virar
4,I am soo happy to got this. It is my 1st iphone sk suman,Good choice,Nov 2024,Memari
4,Phone is beautiful thank you for pic,Really Nice,Nov 2024,Thane
4,Teja,Wonderful,Nov 2024,Hyderabad
4,Battery backup is little bit low. Videography is excellent. K S,Very Good,Nov 2024,Oachira
5,Camera quality is great but slightly laggy,Terrific,Feb 2024,Pune
4,"Lovely disign and great camera quality, smooth touch screen",Delightful,Oct 2024,Purnia
5,Raman saini,Awesome,Jan 2024,Kaithal
4,"Only issue I received product Camera is Awsem, 4 star only due to heating issue KUNAL SUGANDH",Worth the money,Jan 2023,Nagpur
4,60 Hz Display could have been better.,Nice product,Oct 2024,Jspl Town Anugul Township
5,Impressive,Terrific,Jan 2024,Gaya
4,Good product,Nice product,Jul 2024,Sanivarapupeta
5,Very good phone Tasjit alam,Terrific,Sep 2024,Berhampore
5,Excellent JOYDEEP BOSE,Simply awesome,,Barasat
5,Good performance,Brilliant,Nov 2024,Gorakhpur
5,So far so good!!!,Perfect product!,Nov 2023,Pune
5,sneha gupta,Excellent,Oct 2024,Ratia
2,Not good VIKASH PRAJAPAT,Slightly disappointed,,Palani
5,Nandini Rajshekhar swamy,Terrific purchase,Oct 2024,Vasai Virar
5,Just amazing I phone 15 my dream atlast pura hua I am soooo happy,Super!,Sep 2024,Raniganj
5,Superb camera quality,Mind-blowing purchase,Sep 2024,Vasai Virar
5,Great,Terrific,Apr 2024,Gurugram
5,Excellent! The pink color is quite subtle and phone build is good. Camera is improved with 48 mp sensor. Worth upgrading if you have iPhone older than 11,Mind-blowing purchase,Apr 2024,Coimbatore
4,Athrav,Good choice,Jan 2024,Muzaffarpur
5,Amazing Phone Faizalam irani,Classy product,Sep 2024,Dohad District
5,Best in this price range and best camera and classy design but only one negative thing is mobile having 60Hz refresh rate only remaining all are perfect RAHAMAN SHAIK,Awesome,Jan 2024,Gurgaon
